
400 Transport;4000 Airport;400-4000-4580;Public Sports Airport; 400-4000-4581_airport.svg;;#01A2FF;;
;;400-4000-4581;Airport; 400-4000-4581_airport.svg;;#01A2FF;;
;;400-4000-4582;Airport Terminal; 400-4000-4581_airport.svg;;#01A2FF;;
;4100 Public Transport;400-4100-0035;Train Station;400-4100-0035_train-station.svg;;#01A2FF;;
;;400-4100-0036;Bus Station;400-4100-0036_bus-station.svg;;#01A2FF;;
;;400-4100-0037;Underground Train-Subway;400-4100-0037_underground-train-subway.svg;;#01A2FF;;
;;400-4100-0038;Commuter Rail Station;400-4100-0038_commuter-rail-station.svg;;#01A2FF;;
;;400-4100-0039;Commuter Train;400-4100-0038_commuter-rail-station.svg;;#01A2FF;;
;;400-4100-0040;Public Transit Access;;;#01A2FF;;
;;400-4100-0041;Transportation Service;;;#01A2FF;;
;;400-4100-0042;Bus Stop;400-4100-0036_bus-station.svg;;#01A2FF;;
;;400-4100-0043;Local Transit;;;#01A2FF;;
;;400-4100-0044;Ferry Terminal;400-4100-0044_ferry.svg;;#01A2FF;;
;;400-4100-0045;Boat Ferry;400-4100-0044_ferry.svg;;#01A2FF;;
;;400-4100-0046;Rail Ferry;400-4100-0044_ferry.svg;;#01A2FF;;
;;400-4100-0047;Taxi Stand;400-4100-0047_taxi.svg;;#01A2FF;; 
;;400-4100-0226;Highway Exit;;;#01A2FF;;
;;400-4100-0326;Tollbooth;400-4100-0326_tollbooth.svg;;#01A2FF;;
;;400-4100-0337;Lightrail;400-4100-0337_lightrail.svg;;#01A2FF;;
;;400-4100-0338;Water Transit;;;#01A2FF;;
;;400-4100-0339;Monorail;400-4100-0339_monorail.svg;;#01A2FF;;
;;400-4100-0340;Aerial Tramway;400-4100-0340_aerial-tramway.svg;;#01A2FF;;
;;400-4100-0341;Bus Rapid Transit;;;#01A2FF;;
;;400-4100-0342;Inclined Rail;400-4100-0339_inclined-rail.svg;;#01A2FF;;
;;400-4100-0347;Bicycle Sharing Location;;;#01A2FF;;
;;400-4100-0348;Bicycle Parking;;;#01A2FF;;
;4200 Cargo Transportation;400-4200-0048;Weigh Station;;;#01A2FF;;
;;400-4200-0049;Cargo Center;;;#01A2FF;;
;;400-4200-0050;Rail Yard;;;#01A2FF;;
;;400-4200-0051;Seaport-Harbour;;;#01A2FF;;
;;400-4200-0052;Airport Cargo;;;#01A2FF;;
;;400-4200-0240;Couriers;;;#01A2FF;;
;;400-4200-0241;Cargo Transportation;;;#01A2FF;;
;;400-4200-0311;Delivery Entrance;;;#01A2FF;;
;;400-4200-0312;Loading Dock;;;#01A2FF;;
;;400-4200-0313;Loading Zone;;;#01A2FF;;
;4300 Rest Area;400-4300-0000;Rest Area;400-4300-0000_rest-area.svg;;#006DE0;;
;;400-4300-0199;Complete Rest Area;400-4300-0000_rest-area.svg;;#006DE0;;
;;400-4300-0200;Parking and Restroom Only Rest Area;400-4300-0000_rest-area.svg;;#006DE0;;
;;400-4300-0201;Parking Only Rest Area;800-8500-0000_parking.svg;;#006DE0;;
;;400-4300-0202;Motorway Service Rest Area;400-4300-0000_rest-area.svg;;#006DE0;;
;;400-4300-0308;Scenic Overlook Rest Area;400-4300-0308_scenic-overlook-rest-area.svg;;#006DE0;;
;;;;;;;;
500 Accomodations;5000 Hotel-Motel;500-5000-0000;Hotel or Motel;500-5000-0000_hotel-motel.svg;;#174AB9;;
;;500-5000-0053;Hotel;500-5000-0053_hotel.svg;;#174AB9;;
;;500-5000-0054;Motel;500-5000-0000_hotel-motel.svg;;#174AB9;;
;5100 Lodging;500-5100-0000;Lodging;500-5100-0000_lodging.svg;;#174AB9;;
;;500-5100-0055;Hostel;500-5000-0000_hotel-motel.svg;;#174AB9;;
;;500-5100-0056;Campground;500-5100-0000_lodging.svg;;#174AB9;;
;;500-5100-0057;Guest House;500-5000-0000_hotel-motel.svg;;#174AB9;;
;;500-5100-0058;Bed and Breakfast;500-5000-0000_hotel-motel.svg;;#174AB9;;
;;500-5100-0059;Holiday Park;500-5100-0000_lodging.svg;;#174AB9;;
;;500-5100-0060;Short-Time Motel;500-5000-0000_hotel-motel.svg;;#174AB9;;
;;;;;;;;
550 Leisure and Outdoor;5510 Outdoor-Recreation;550-5510-0000;Outdoor-Recreation;550-5510-0000_outdoor-recreation.svg;;#00A167;;
;;550-5510-0202;Park-Recreation Area; 550-5510-0202_park-recreation-area.svg;;#00A167;;
;;550-5510-0203;Sports Field;;;#00A167;;
;;550-5510-0204;Garden;550-5510-0000_outdoor-recreation.svg;;#00A167;;
;;550-5510-0205;Beach;550-5510-0000_outdoor-recreation.svg;;#00A167;;
;;550-5510-0206;Recreation Center;;;#00A167;;
;;550-5510-0227;Ski Lift;;;#00A167;;
;;550-5510-0242;Scenic Point;400-4300-0308_scenic-overlook-rest-area.svg;;#00A167;;
;;550-5510-0358;Off Road Trailhead;;;#00A167;;
;;550-5510-0359;Trailhead;;;#00A167;;
;;550-5510-0374;Off-Road Vehicle Area;;;#00A167;;
;;550-5510-0378;Campsite;500-5100-0000_lodging.svg;;#00A167;;
;;550-5510-0379;Outdoor Service;;;#00A167;;
;;550-5510-0380;Ranger Station;;;#00A167;;
;;550-5510-0387;Bicycle Service;;;#00A167;;
;5520 Leisure;550-5520-0000;Leisure;550-5520-0000_amusement.svg;;#00A167;;
;;550-5520-0207;Amusement Park;550-5520-0000_amusement.svg;;#00A167;;
;;550-5520-0208;Zoo;550-5520-0208_zoo.svg;;#00A167;;
;;550-5520-0209;Wild Animal Park;;;#00A167;;
;;550-5520-0210;Wildlife Refuge;;;#00A167;;
;;550-5520-0211;Aquarium;;;#00A167;;
;;550-5520-0212;Ski Resort;550-5520-0212_ski-resort.svg;;#00A167;;
;;550-5520-0228;Animal Park;550-5520-0208_zoo.svg;;#00A167;;
;;550-5520-0357;Water Park;;;#00A167;;
;;;;;;;;
600 Shopping;6000 Convenience Store;600-6000-0061;Convenience Store;;;;;
;6100 Mall-ShoppingComplex;600-6100-0062;Shopping Mall;600-6000-0000_shopping.svg;;#D61F82;;
;6200 Department Store;600-6200-0063;Department Store;;;#D61F82;;
;6300 Food and Drink;600-6300-0064;Food-Beverage Specialty Store;;;#D61F82;;
;;600-6300-0066;Grocery;600-6000-0000_shopping.svg;;#D61F82;;
;;600-6300-0067;Specialty Food Store;;;#D61F82;;
;;600-6300-0068;Wine and Liquor;;;#D61F82;;
;;600-6300-0244;Bakery and Baked Goods Store;;;#D61F82;;
;;600-6300-0245;Sweet Shop;;;#D61F82;;
;;600-6300-0363;Butcher;;;#D61F82;;
;;600-6300-0364;Dairy Goods;;;#D61F82;;
;6400 Drugstore or Pharmacy;600-6400-0000;Drugstore or Pharmacy;600-6400-0000_drugstore-pharmacy.svg;;#FB0425;;
;;600-6400-0069;Drugstore;600-6000-0000_shopping.svg;;#FB0425;;
;;600-6400-0070;Pharmacy;600-6400-0000_drugstore-pharmacy.svg;;#FB0425;;
;6500 Electronics;600-6500-0072;Consumer Electronics Store;;;#D61F82;;
;;600-6500-0073;Mobile Retailer;;;#D61F82;;
;;600-6500-0074;Mobile Service Center;;;#D61F82;;
;;600-6500-0075;Computer and Software;;;#D61F82;;
;;600-6500-0076;Entertainment Electronics;;;#D61F82;;
;6600 Hardware, House and Garden;600-6600-0000;Hardware, House and Garden;;;#D61F82;;
;;600-6600-0077;Home Improvement-Hardware Store;;;#D61F82;;
;;600-6600-0078;Home Specialty Store;;;#D61F82;;
;;600-6600-0079;Floor and Carpet;;;#D61F82;;
;;600-6600-0080;Furniture Store;;;#D61F82;;
;;600-6600-0082;Garden Center;;;#D61F82;;
;;600-6600-0083;Glass and Window;;;#D61F82;;
;;600-6600-0084;Lumber;;;#D61F82;;
;;600-6600-0085;Major Appliance;;;#D61F82;;
;;600-6600-0310;Power Equipment Dealer;;;#D61F82;;
;;600-6600-0319;Paint Store;;;#D61F82;;
;6700 Bookstore;600-6700-0000;Other Bookshop;600-6700-0000_bookstore.svg;;#D61F82;;
;;600-6700-0087;Bookstore;600-6700-0000_bookstore.svg;;#D61F82;;
;6800 Clothing and Accessories;600-6800-0000;Clothing and Accessories;;;#D61F82;;
;;600-6800-0089;Men's Apparel;;;#D61F82;;
;;600-6800-0090;Women's Apparel;;;#D61F82;;
;;600-6800-0091;Children's Apparel;;;#D61F82;;
;;600-6800-0092;Shoes-Footwear;;;#D61F82;;
;;600-6800-0093;Specialty Clothing Store;;;#D61F82;;
;6900 Consumer Goods;600-6900-0000;Consumer Goods;;;#D61F82;;
;;600-6900-0094;Sporting Goods Store;;;#D61F82;;
;;600-6900-0095;Office Supply and Services Store;;;#D61F82;;
;;600-6900-0096;Specialty Store;;;#D61F82;;
;;600-6900-0097;Pet Supply;;;#D61F82;;
;;600-6900-0098;Warehouse-Wholesale Store;;;#D61F82;;
;;600-6900-0099;General Merchandise;;;#D61F82;;
;;600-6900-0100;Discount Store;;;#D61F82;;
;;600-6900-0101;Flowers and Jewelry;;;#D61F82;;
;;600-6900-0102;Variety Store;;;#D61F82;;
;;600-6900-0103;Gift, Antique and Art;;;#D61F82;;
;;600-6900-0105;Record, CD and Video;;;#D61F82;;
;;600-6900-0106;Video and Game Rental;;;#D61F82;;
;;600-6900-0246;Bicycle and Bicycle Accessories Shop;;;#D61F82;;
;;600-6900-0247;Market;;;#D61F82;;
;;600-6900-0248;Motorcycle Accessories;;;#D61F82;;
;;600-6900-0249;Non-Store Retailers;;;#D61F82;;
;;600-6900-0250;Pawnshop;;;#D61F82;;
;;600-6900-0251;Used-Second Hand Merchandise Stores;;;#D61F82;;
;;600-6900-0305;Adult Shop;;;#D61F82;;
;;600-6900-0307;Arts and Crafts Supplies;;;#D61F82;;
;;600-6900-0355;Florist;;;#D61F82;;
;;600-6900-0356;Jeweler;;;#D61F82;;
;;600-6900-0358;Toy Store;;;#D61F82;;
;;600-6900-0388;Hunting-Fishing Shop;;;#D61F82;;
;;600-6900-0389;Running-Walking Shop;;;#D61F82;;
;;600-6900-0390;Skate Shop;;;#D61F82;;
;;600-6900-0391;Ski Shop;;;#D61F82;;
;;600-6900-0392;Snowboard Shop;;;#D61F82;;
;;600-6900-0393;Surf Shop;;;#D61F82;;
;;600-6900-0394;BMX Shop;;;#D61F82;;
;;600-6900-0395;Camping-Hiking Shop;;;#D61F82;;
;;600-6900-0396;Canoe-Kayak Shop;;;#D61F82;;
;;600-6900-0397;Cross Country Ski Shop;;;#D61F82;;
;;600-6900-0398;Tack Shop;;;#D61F82;;
;6950 Hair and Beauty;600-6950-0000;Hair and Beauty;;;#D61F82;;
;;600-6950-0399;Barber; ;;#D61F82;;
;;600-6950-0400;Nail Salon;;;#D61F82;;
;;600-6950-0401;Hair Salon;;;#D61F82;;
;;;;;;;;
700 Business and Services;7000 Banking;700-7000-0107;Bank;700-7000-0107_bank.svg;;#6A84C2;;
;7010 ATM;700-7010-0108;ATM;700-7010-0108_atm.svg;;#6A84C2;;
;7050 Money-Cash Services;700-7050-0109;Money Transferring Service;;;#6A84C2;;
;;700-7050-0110;Check Cashing Service-Currency Exchange;;;#6A84C2;;
;7100 Communication-Media;700-7100-0000;Communication-Media;;;#6A84C2;;
;;700-7100-0134;Telephone Service;;;#6A84C2;;
;7200 Commercial Services;700-7200-0000;Commercial Services;;;#6A84C2;;
;;700-7200-0252;Advertising-Marketing, PR and Market Research;;;#6A84C2;;
;;700-7200-0253;Catering and Other Food Services;;;#6A84C2;;
;;700-7200-0254;Construction;;;#6A84C2;;
;;700-7200-0255;Customer Care-Service Center;;;#6A84C2;;
;;700-7200-0256;Engineering and Scientific Services;;;#6A84C2;;
;;700-7200-0257;Farming;;;#6A84C2;;
;;700-7200-0258;Food Production;;;#6A84C2;;
;;700-7200-0259;Human Resources and Recruiting Services;;;#6A84C2;;
;;700-7200-0260;Investigation Services;;;#6A84C2;;
;;700-7200-0261;IT and Office Equipment Services;;;#6A84C2;;
;;700-7200-0262;Landscaping Services;;;#6A84C2;;
;;700-7200-0263;Locksmiths and Security Systems Services;;;#6A84C2;;
;;700-7200-0264;Management and Consulting Services;;;#6A84C2;;
;;700-7200-0265;Manufacturing;;;#6A84C2;;
;;700-7200-0266;Mining;;;#6A84C2;;
;;700-7200-0267;Modeling Agencies;;;#6A84C2;;
;;700-7200-0268;Motorcycle Service and Maintenance;;;#6A84C2;;
;;700-7200-0269;Organizations and Societies;;;#6A84C2;;
;;700-7200-0270;Entertainment and Recreation;;;#6A84C2;;
;;700-7200-0271;Finance and Insurance;;;#6A84C2;;
;;700-7200-0272;Healthcare and Healthcare Support Services;;;#6A84C2;;
;;700-7200-0274;Rental and Leasing;;;#6A84C2;;
;;700-7200-0275;Repair and Maintenance Services;;;#6A84C2;;
;;700-7200-0276;Printing and Publishing;;;#6A84C2;;
;;700-7200-0277;Specialty Trade Contractors;;;#6A84C2;;
;;700-7200-0278;Towing Service;;;#6A84C2;;
;;700-7200-0279;Translation and Interpretation Services;;;#6A84C2;;
;;700-7200-0324;Apartment Rental-Flat Rental;;;#6A84C2;;
;;700-7200-0328;B2B Sales and Services;;;#6A84C2;;
;;700-7200-0329;B2B Restaurant Services;;;#6A84C2;;
;;700-7200-0330;Aviation;;;#6A84C2;;
;;700-7200-0342;Interior and Exterior Design;;;#6A84C2;;
;;700-7200-0344;Property Management;;;#6A84C2;;
;;700-7200-0345;Financial Investment Firm;;;#6A84C2;;
;7250 Business-Industry;700-7250-0136;Business Facility;;;#6A84C2;;
;7300 Police-Fire-Emergency;700-7300-0111;Police Station;700-7300-0111_police-fire-emergency.svg;;#FB0425;;
;;700-7300-0112;Police Services-Security;;;#FB0425;;
;;700-7300-0113;Fire Department;;;#FB0425;;
;;700-7300-0280;Ambulance Services;;;#FB0425;;
;7400 Consumer Services;700-7400-0000;Consumer Services;;;#6A84C2;;
;;700-7400-0133;Travel Agent-Ticketing;;;#6A84C2;;
;;700-7400-0137;Dry Cleaning and Laundry;700-7400-0137_laundry.svg;;#6A84C2;;
;;700-7400-0138;Attorney;;;#6A84C2;;
;;700-7400-0140;Boating;;;#6A84C2;;
;;700-7400-0141;Business Service;;;#6A84C2;;
;;700-7400-0142;Funeral Director;;;#6A84C2;;
;;700-7400-0143;Mover;;;#6A84C2;;
;;700-7400-0144;Photography;;;#6A84C2;;
;;700-7400-0145;Real Estate Services;;;#6A84C2;;
;;700-7400-0146;Repair Service;;;#6A84C2;;
;;700-7400-0147;Social Service;;;#6A84C2;;
;;700-7400-0148;Storage;;;#6A84C2;;
;;700-7400-0149;Tailor and Alteration;;;#6A84C2;;
;;700-7400-0150;Tax Service;;;#6A84C2;;
;;700-7400-0151;Utilities;;;#6A84C2;;
;;700-7400-0152;Waste and Sanitary;;;#6A84C2;;
;;700-7400-0281;Bicycle Service and Maintenance;;;#6A84C2;;
;;700-7400-0282;Bill Payment Service;;;#6A84C2;;
;;700-7400-0283;Body Piercing and Tattoos;;;#6A84C2;;
;;700-7400-0284;Wedding Services and Bridal Studio;;;#6A84C2;;
;;700-7400-0285;Internet Cafe;;;#6A84C2;;
;;700-7400-0286;Kindergarten and Childcare;;;#6A84C2;;
;;700-7400-0287;Maid Services;;;#6A84C2;;
;;700-7400-0288;Marriage and Match Making Services;;;#6A84C2;;
;;700-7400-0289;Public Administration;;;#6A84C2;;
;;700-7400-0292;Wellness Center and Services;;;#6A84C2;;
;;700-7400-0293;Pet Care;;;#6A84C2;;
;;700-7400-0327;Legal Services;;;#6A84C2;;
;;700-7400-0343;Tanning Salon;;;#6A84C2;;
;;700-7400-0352;Recycling Center;;;#6A84C2;;
;;700-7400-0365;Electrical;;;#6A84C2;;
;;700-7400-0366;Plumbing;;;#6A84C2;;
;7450 Post Office;700-7450-0114;Post Office;700-7450-0114_post.svg;;#6A84C2;;
;7460 Tourist Information;700-7460-0115;Tourist Information; 700-7460-0115_tourist-information.svg;;#6A84C2;;
;7600 Fueling Station;700-7600-0000;Fueling Station;700-7600-0000_fueling-station.svg;;#01A2FF;;
;;700-7600-0116;Petrol-Gasoline Station;700-7600-0000_fueling-station.svg;;#01A2FF;;
;;700-7600-0322;EV Charging Station;700-7600-0322_ev-charging-station.svg;;#01A2FF;;
;7800 Car Dealer-Sales;700-7800-0118;Automobile Dealership-New Cars;700-7800-0118_car-sales.svg;;#6A84C2;;
;;700-7800-0119;Automobile Dealership-Used Cars;700-7800-0118_car-sales.svg;;#6A84C2;;
;;700-7800-0120;Motorcycle Dealership;;;#6A84C2;;
;7850 Car Repair-Service;700-7850-0000;Car Repair-Service;700-7850-0000_car-repair-service.svg;;#6A84C2;;
;;700-7850-0121;Car Wash-Detailing;700-7850-0121_car-wash-detailing.svg;;#6A84C2;;
;;700-7850-0122;Car Repair;700-7850-0000_car-repair-service.svg;;#6A84C2;;
;;700-7850-0123;Auto Parts;;;#6A84C2;;
;;700-7850-0124;Emission Testing;;;#6A84C2;;
;;700-7850-0125;Tire Repair;;;#6A84C2;;
;;700-7850-0126;Truck Repair;;;#6A84C2;;
;;700-7850-0127;Van Repair;;;#6A84C2;;
;;700-7850-0128;Road Assistance;;;#6A84C2;;
;;700-7850-0129;Automobile Club;;;#6A84C2;;
;7851 Car Rental;700-7851-0117;Rental Car Agency;700-7851-0117_car-rental-agency.svg;;#6A84C2;;
;7900 Truck-Semi Dealer-Services;700-7900-0000;Truck-Semi Dealer-Services;;;#6A84C2;;
;;700-7900-0130;Truck Dealership;;;#6A84C2;;
;;700-7900-0131;Truck Parking;;;#6A84C2;;
;;700-7900-0132;Truck Stop-Plaza;;;#6A84C2;;
;;700-7900-0323;Truck Wash;;;#6A84C2;;
;;;;;;;;
800 Facilities;;800-8000-0000;Hospital or Health Care Facility;800-8000-0000_hospital-health-care-facility.svg;;#FB0425;;
;;800-8000-0154;Dentist-Dental Office;;;#C18000;;
;;800-8000-0155;Family-General Practice Physicians;;;#C18000;;
;;800-8000-0156;Psychiatric Institute;;;#C18000;;
;;800-8000-0157;Nursing Home;;;#C18000;;
;;800-8000-0158;Medical Services-Clinics;;;#C18000;;
;;800-8000-0159;Hospital;800-8000-0000_hospital-health-care-facility.svg;;#FB0425;;
;;800-8000-0161;Optical;;;#C18000;;
;;800-8000-0162;Veterinarian;;;#C18000;;
;;800-8000-0325;Hospital Emergency Room;;;#FB0425;;
;;800-8000-0340;Therapist;;;#C18000;;
;;800-8000-0341;Chiropractor;;;#C18000;;
;;800-8000-0367;Blood Bank;;;#C18000;;
;;800-8100-0000;Government or Community Facility;800-8100-0000_government-community-facility.svg;;#C18000;;
;;800-8100-0163;City Hall; 800-8100-0000_government-community-facility.svg;;#C18000;;
;;800-8100-0164;Embassy;;;#C18000;;
;;800-8100-0165;Military Base;;;#C18000;;
;;800-8100-0168;County Council; 800-8100-0000_government-community-facility.svg;;#C18000;;
;;800-8100-0169;Civic-Community Center;;;#C18000;;
;;800-8100-0170;Court House; 800-8100-0000_government-community-facility.svg;;#C18000;;
;;800-8100-0171;Government Office;;;#C18000;;
;;800-8100-0172;Border Crossing;800-8100-0172_border-crossing.svg;;#C18000;;
;;800-8200-0000;Education Facility;800-8200-0000_education-facility.svg;;#C18000;;
;;800-8200-0173;Higher Education;800-8200-0000_education-facility.svg;;#C18000;;
;;800-8200-0174;School;800-8200-0000_education-facility.svg;;#C18000;;
;;800-8200-0295;Training and Development;;;#C18000;;
;;800-8200-0360;Coaching Institute;;;#C18000;;
;;800-8200-0361;Fine Arts;;;#C18000;;
;;800-8200-0362;Language Studies;;;#C18000;;
;;800-8300-0000;Other Library;;;#C18000;;
;;800-8300-0175;Library;800-8300-0175_library.svg;;#C18000;;
;;800-8400-0000;Event Spaces;800-8400-0000_event-spaces.svg;;#C18000;;
;;800-8400-0139;Banquet Hall;;;#C18000;;
;;800-8400-0176;Convention-Exhibition Center;800-8400-0000_event-spaces.svg;;#C18000;;
;;800-8500-0000;Parking;800-8500-0000_parking.svg;;#C18000;;
;;800-8500-0177;Parking Garage-Parking House;800-8500-0177_parking-garage.svg;;#C18000;;
;;800-8500-0178;Parking Lot;800-8500-0000_parking.svg;;#C18000;;
;;800-8500-0179;Park and Ride;800-8500-0179_park-ride.svg;;#C18000;;
;;800-8500-0315;Cellphone Parking Lot;800-8500-0000_parking.svg;;#C18000;;
;;800-8600-0000;Sports Facility-Venue;800-8600-0000_sports-facility-venue.svg;;#C18000;;
;;800-8600-0180;Sports Complex-Stadium;800-8600-0000_sports-facility-venue.svg;;#C18000;;
;;800-8600-0181;Ice Skating Rink;800-8600-0000_sports-facility-venue.svg;;#C18000;;
;;800-8600-0182;Swimming Pool;800-8600-0182_swimming-pool.svg;;#C18000;;
;;800-8600-0183;Tennis Court;;;#C18000;;
;;800-8600-0184;Bowling Center;800-8600-0184_bowling-center.svg;;#C18000;;
;;800-8600-0185;Indoor Ski;;;#C18000;;
;;800-8600-0186;Hockey;;;#C18000;;
;;800-8600-0187;Racquetball Court;;;#C18000;;
;;800-8600-0188;Shooting Range;;;#C18000;;
;;800-8600-0189;Soccer Club;;;#C18000;;
;;800-8600-0190;Squash Court;;;#C18000;;
;;800-8600-0191;Fitness-Health Club;800-8600-0191_fitness-health-club.svg;;#C18000;;
;;800-8600-0192;Indoor Sports;;;#C18000;;
;;800-8600-0193;Golf Course;800-8600-0193_golf-course.svg;;#C18000;;
;;800-8600-0194;Golf Practice Range;;;#C18000;;
;;800-8600-0195;Race Track;;;#C18000;;
;;800-8600-0196;Sporting Instruction and Camps;;;#C18000;;
;;800-8600-0197;Sports Activities;;;#C18000;;
;;800-8600-0199;Basketball;;;#C18000;;
;;800-8600-0200;Badminton;;;#C18000;;
;;800-8600-0314;Rugby;;;#C18000;;
;;800-8600-0316;Diving Center;;;#C18000;;
;;800-8600-0376;Bike Park;;;#C18000;;
;;800-8600-0377;BMX Track;;;#C18000;;
;;800-8600-0381;Running Track;;;#C18000;;
;;800-8700-0000;Facilities;;;#C18000;;
;;800-8700-0166;Cemetery;800-8700-0166_cemetry.svg;;#C18000;;
;;800-8700-0167;Crematorium;;;#C18000;;
;;800-8700-0198;Public Restroom-Toilets;800-8700-0198_public-restroom-toilets.svg;;#C18000;;
;;800-8700-0296;Clubhouse;;;#C18000;;
;;800-8700-0298;Registration Office;;;#C18000;;
;;;;;;;;
